target_id	ens_gene	ext_gene	biotype	log2FC	qval
ENST00000627783.2	ENSG00000172403	SYNPO2	protein_coding	1.23837089766261	3.67444417644321e-20
ENST00000679149.1	ENSG00000135047	CTSL	protein_coding	-1.2395714605797	3.73222873825217e-20
ENST00000306773.5	ENSG00000171246	NPTX1	protein_coding	-4.03810108134845	4.08112072789221e-20
ENST00000216446.9	ENSG00000100558	PLEK2	protein_coding	-1.11675551008396	4.30474465578733e-20
ENST00000253778.13	ENSG00000131459	GFPT2	protein_coding	-1.16843975671232	5.4230215217666e-20
MSTRG.24005.1	NA	NA	NA	0.930566454732882	5.76624183640403e-20
ENST00000358415.9	ENSG00000151655	ITIH2	protein_coding	5.52654212425566	5.92929264011978e-20
ENST00000683896.1	ENSG00000173237	C11orf86	protein_coding	-2.17684696606288	6.0454315574142e-20
ENST00000360472.9	ENSG00000162734	PEA15	protein_coding	-0.684008755960182	6.92877469349381e-20
MSTRG.9360.1	NA	NA	NA	0.798964602364367	7.75257342968991e-20
ENST00000259939.4	ENSG00000137393	RNF144B	protein_coding	2.16694014476703	8.16189244946275e-20
ENST00000512127.5	ENSG00000129116	PALLD	protein_coding	-1.5241818058705	8.16189244946275e-20
ENST00000395323.9	ENSG00000213626	LBH	protein_coding	-1.09417920671558	8.71900079383481e-20
ENST00000369583.4	ENSG00000138166	DUSP5	protein_coding	-1.37008329319902	8.88102844287758e-20
ENST00000157600.8	ENSG00000071282	LMCD1	protein_coding	1.00068295651983	9.69086270145473e-20
ENST00000473583.1	ENSG00000168237	GLYCTK	retained_intron	2.64452241963439	9.95861026971174e-20
ENST00000406071.6	ENSG00000170959	DCDC1	protein_coding	2.07523650043538	1.03978105569112e-19
ENST00000676531.1	ENSG00000135047	CTSL	protein_coding	-1.07659074700151	1.12720884962574e-19
ENST00000522771.9	ENSG00000214548	MEG3	lncRNA	-2.0421515766878	1.51956917618431e-19
ENST00000495848.1	ENSG00000163435	ELF3	protein_coding_CDS_not_defined	1.52245043877904	1.68543398224236e-19
MSTRG.4238.1	NA	NA	NA	1.53545450009641	1.80789708196337e-19
MSTRG.18608.7	NA	NA	NA	-0.658803287776448	1.85873156449682e-19
MSTRG.17933.3	NA	NA	NA	-6.48543770124704	1.96871222916394e-19
ENST00000391976.6	ENSG00000115677	HDLBP	protein_coding	-0.635590077341848	2.07483632242843e-19
ENST00000326739.9	ENSG00000178035	IMPDH2	protein_coding	-0.653760869788289	2.17139262054778e-19
ENST00000435711.5	ENSG00000170144	HNRNPA3	protein_coding	-0.736356075010875	2.18482216256219e-19
ENST00000330387.11	ENSG00000182158	CREB3L2	protein_coding	-0.829207607054514	2.30641100575793e-19
ENST00000465784.7	ENSG00000095383	TBC1D2	protein_coding	-1.41852974018609	2.95860310030031e-19
ENST00000248437.9	ENSG00000127824	TUBA4A	protein_coding	-0.667364508000236	3.01478732650379e-19
ENST00000311052.10	ENSG00000153048	CARHSP1	protein_coding	0.692459513192951	3.13597687431716e-19
MSTRG.28645.3	NA	NA	NA	6.06630350382124	3.50884465900673e-19
MSTRG.10031.2	NA	NA	NA	1.09893399550033	3.79298790892916e-19
MSTRG.7619.4	NA	NA	NA	1.3075109887916	3.91748612281564e-19
ENST00000238994.6	ENSG00000119938	PPP1R3C	protein_coding	-0.99449890672804	4.44946874029862e-19
ENST00000555686.1	ENSG00000170345	FOS	protein_coding	1.13377745371696	4.53438434538156e-19
ENST00000263895.9	ENSG00000115963	RND3	protein_coding	-0.80804114343909	4.60839432591939e-19
ENST00000589686.5	ENSG00000099622	CIRBP	protein_coding	0.818657530996038	4.84594939811447e-19
ENST00000330899.5	ENSG00000086061	DNAJA1	protein_coding	-0.630878983010608	5.02081427012499e-19
MSTRG.981.4	NA	NA	NA	1.80943095643272	5.48915041458763e-19
MSTRG.4723.6	NA	NA	NA	-1.44290493127787	5.57720162082939e-19
ENST00000289269.7	ENSG00000243232	PCDHAC2	protein_coding	1.67121999476327	5.6207292901762e-19
ENST00000381840.5	ENSG00000104760	FGL1	protein_coding	2.29534906208281	6.03989733515207e-19
ENST00000534624.6	ENSG00000109971	HSPA8	protein_coding	-0.801670903060763	6.24606362410956e-19
ENST00000260324.12	ENSG00000137767	SQOR	protein_coding	-0.690979853503006	6.33801994846429e-19
ENST00000544802.5	ENSG00000293241	GTF2IP4	lncRNA	0.963847668484821	7.30534989737575e-19
ENST00000509511.5	ENSG00000160867	FGFR4	retained_intron	1.86271924722303	8.54665403004323e-19
ENST00000521006.5	ENSG00000095539	SEMA4G	nonsense_mediated_decay	1.97373829885921	8.96721206222386e-19
ENST00000283195.11	ENSG00000153201	RANBP2	protein_coding	-0.819494599527464	9.61575556092824e-19
ENST00000393316.8	ENSG00000188761	BCL2L15	protein_coding	2.10605403984051	1.02140572270299e-18
ENST00000621161.5	ENSG00000131242	RAB11FIP4	protein_coding	1.86849348182114	1.0683699447667e-18
ENST00000610733.1	ENSG00000140416	TPM1	protein_coding	-1.83154417577273	1.18268333356985e-18
ENST00000389614.6	ENSG00000176153	GPX2	protein_coding	2.51639309052009	1.30194322409262e-18
ENST00000312515.7	ENSG00000175550	DRAP1	protein_coding	-0.726116022283988	1.31592881638715e-18
ENST00000587762.2	ENSG00000267519	MIR23AHG	lncRNA	0.807435561363073	1.38213202459178e-18
ENST00000490882.5	ENSG00000136068	FLNB	protein_coding	-0.83302937806822	1.48807801834402e-18
ENST00000547849.6	ENSG00000018236	CNTN1	protein_coding	1.88145701152104	1.48807801834402e-18
MSTRG.23801.1	NA	NA	NA	1.36806485658776	1.48807801834402e-18
ENST00000286627.10	ENSG00000156113	KCNMA1	protein_coding	-6.31655983375581	1.5064771765378e-18
ENST00000373672.8	ENSG00000084636	COL16A1	protein_coding	-1.56115150054192	1.67078934744527e-18
ENST00000577038.1	ENSG00000108960	MMD	protein_coding_CDS_not_defined	1.57902568711861	1.8237469144517e-18
ENST00000395961.7	ENSG00000064787	BCAS1	protein_coding	3.01125837461037	2.00052137110383e-18
MSTRG.5696.4	NA	NA	NA	-0.910980282520128	2.40145873977151e-18
ENST00000322764.10	ENSG00000159840	ZYX	protein_coding	-1.25661129918811	2.46362319054386e-18
ENST00000479677.6	ENSG00000108602	ALDH3A1	retained_intron	1.55800002218236	2.78765649412042e-18
ENST00000467067.1	ENSG00000116285	ERRFI1	protein_coding	1.09091534846248	2.93254871667167e-18
ENST00000372838.9	ENSG00000167123	CERCAM	protein_coding	-0.91071848500273	3.02398547921406e-18
ENST00000292079.7	ENSG00000137731	FXYD2	protein_coding	3.39932478072004	3.02576275513787e-18
ENST00000392222.7	ENSG00000114942	EEF1B2	protein_coding	-0.783467538008548	3.28109230539338e-18
ENST00000252486.9	ENSG00000130203	APOE	protein_coding	-1.65700208513371	3.38599686702916e-18
ENST00000677865.1	ENSG00000164733	CTSB	nonsense_mediated_decay	-0.973441233883823	3.42077942477277e-18
ENST00000704027.1	ENSG00000087074	PPP1R15A	protein_coding	1.38316399086674	3.51736239206703e-18
ENST00000367429.9	ENSG00000000971	CFH	protein_coding	2.48502359370686	3.71263418098169e-18
ENST00000270112.7	ENSG00000142149	HUNK	protein_coding	2.26594652266991	3.74970769139997e-18
MSTRG.16388.1	NA	NA	NA	2.15147601177687	3.74970769139997e-18
ENST00000418664.2	ENSG00000096696	DSP	protein_coding	1.11602796909991	4.09520900440269e-18
ENST00000372638.4	ENSG00000179862	CITED4	protein_coding	-1.58643584508013	4.13009471388602e-18
ENST00000395748.8	ENSG00000109321	AREG	protein_coding	0.701968398215632	4.13093367596704e-18
ENST00000331565.5	ENSG00000197106	SLC6A17	protein_coding	-1.9345802222868	4.35947931475802e-18
ENST00000280871.9	ENSG00000151229	SLC2A13	protein_coding	1.49221187034738	4.64083296827799e-18
ENST00000397582.7	ENSG00000099849	RASSF7	protein_coding	0.979780326342488	5.07172233856098e-18
ENST00000258538.8	ENSG00000136052	SLC41A2	protein_coding	1.15542423830596	5.54199398574002e-18
MSTRG.5100.1	NA	NA	NA	0.668443914288901	5.54199398574002e-18
ENST00000425538.6	ENSG00000141052	MYOCD	protein_coding	-4.26213233248851	6.01084576717473e-18
ENST00000293778.12	ENSG00000161921	CXCL16	protein_coding	1.13473137558588	6.11303528680328e-18
ENST00000560131.2	ENSG00000140416	TPM1	retained_intron	-0.960825059144563	7.32612986785779e-18
ENST00000424703.6	ENSG00000163430	FSTL1	protein_coding	-2.36863032481679	7.51307365218849e-18
ENST00000682868.1	ENSG00000136068	FLNB	retained_intron	-1.01041502657434	8.25323021823917e-18
MSTRG.13077.5	NA	NA	NA	-1.15549297841389	9.67771036034228e-18
ENST00000284273.6	ENSG00000154127	UBASH3B	protein_coding	-0.715266974952144	1.0137060180879e-17
MSTRG.16723.1	NA	NA	NA	1.30425479842009	1.0532837286901e-17
ENST00000551424.5	ENSG00000018236	CNTN1	protein_coding	1.67891574756265	1.15928904139802e-17
ENST00000372874.9	ENSG00000196839	ADA	protein_coding	-1.13842943113518	1.22703913732955e-17
ENST00000298912.9	ENSG00000165959	CLMN	protein_coding	1.61372346210163	1.38489066008795e-17
ENST00000560975.5	ENSG00000140416	TPM1	retained_intron	-1.05989359318788	1.49198721624656e-17
ENST00000523471.5	ENSG00000129422	MTUS1	retained_intron	2.05332136214296	1.52121970802177e-17
ENST00000310955.11	ENSG00000117399	CDC20	protein_coding	-0.666138258204284	1.55664563358115e-17
ENST00000539361.1	ENSG00000124920	MYRF	retained_intron	1.20702550810231	1.69251656246509e-17
ENST00000358278.7	ENSG00000140416	TPM1	protein_coding	-1.83056078679924	1.71092668338664e-17
MSTRG.1557.5	NA	NA	NA	1.13746664165216	1.73197882036703e-17
ENST00000317811.6	ENSG00000179431	FJX1	protein_coding	-1.07973187503841	1.74602071139696e-17
MSTRG.21378.7	NA	NA	NA	-7.34635935179503	1.75173741328358e-17
ENST00000329099.4	ENSG00000183688	RFLNB	protein_coding	-0.70660835844351	1.76744407155385e-17
ENST00000265769.9	ENSG00000042980	ADAM28	protein_coding	4.23053709576474	1.8706730452985e-17
ENST00000554912.1	ENSG00000197119	SLC25A29	protein_coding	1.08442139479714	2.05578674490248e-17
ENST00000559195.5	ENSG00000185215	TNFAIP2	protein_coding_CDS_not_defined	-0.774858172869603	2.12862668133668e-17
ENST00000594925.1	ENSG00000130513	GDF15	protein_coding_CDS_not_defined	1.63375087369314	2.17925198292208e-17
MSTRG.8597.20	NA	NA	NA	1.30406454658128	2.245968520218e-17
ENST00000395718.6	ENSG00000139926	FRMD6	protein_coding	-1.73665531858951	2.52195397225208e-17
ENST00000494950.5	ENSG00000152952	PLOD2	protein_coding	-1.33924570608287	2.59578781708169e-17
ENST00000481038.5	ENSG00000125772	GPCPD1	retained_intron	1.45893347336925	2.6301579045679e-17
ENST00000457199.6	ENSG00000110172	CHORDC1	protein_coding	-1.02926017539976	3.29264119470323e-17
ENST00000393106.6	ENSG00000115107	STEAP3	protein_coding	-1.02601091404526	3.29264119470323e-17
MSTRG.18984.3	NA	NA	NA	-1.49949058038192	3.29264119470323e-17
ENST00000267328.5	ENSG00000139832	RAB20	protein_coding	1.76338547326566	3.47752535421015e-17
ENST00000589796.2	ENSG00000267288		lncRNA	1.18822346357489	3.77014172170986e-17
ENST00000559488.7	ENSG00000259207	ITGB3	protein_coding	-2.47223238208251	4.62361231975663e-17
MSTRG.26519.4	NA	NA	NA	1.93739073914159	4.62361231975663e-17
ENST00000643230.2	ENSG00000170381	SEMA3E	protein_coding	-1.70148317467738	4.63639299722327e-17
ENST00000330871.3	ENSG00000184557	SOCS3	protein_coding	-0.93995613723014	4.77752683023728e-17
ENST00000578735.1	ENSG00000264175	MIR3189	miRNA	1.57640163994277	4.81541553240967e-17
ENST00000368890.8	ENSG00000143398	PIP5K1A	protein_coding	6.37098148977805	5.23780407670819e-17
ENST00000403994.9	ENSG00000140416	TPM1	protein_coding	-1.24970037070448	5.31765801887143e-17
ENST00000296755.12	ENSG00000131711	MAP1B	protein_coding	-0.960979837929443	5.38859929038044e-17
ENST00000337859.11	ENSG00000065548	ZC3H15	protein_coding	-0.61862864497608	7.30522691714178e-17
ENST00000522362.7	ENSG00000240694	PNMA2	protein_coding	-1.20295343265898	7.81000847427472e-17
ENST00000361475.7	ENSG00000198959	TGM2	protein_coding	-1.89916152566055	7.82847055769918e-17
ENST00000374392.3	ENSG00000184454	NCMAP	protein_coding	2.09794649246993	7.82847055769918e-17
ENST00000615165.1	ENSG00000277196		protein_coding	2.16028665048261	8.35650680394523e-17
ENST00000381669.8	ENSG00000128298	BAIAP2L2	protein_coding	1.00632156602979	9.32739776416375e-17
ENST00000448723.2	ENSG00000148848	ADAM12	protein_coding	-1.70236322293371	1.03827701541394e-16
ENST00000524189.6	ENSG00000197892	KIF13B	protein_coding	0.976648092908328	1.15642201258295e-16
MSTRG.24683.5	NA	NA	NA	-1.49541860728237	1.17605933468819e-16
ENST00000329305.6	ENSG00000198467	TPM2	protein_coding	-0.639842173791923	1.20860447810762e-16
ENST00000490203.5	ENSG00000163435	ELF3	protein_coding_CDS_not_defined	2.17826669462569	1.27707870797523e-16
ENST00000225777.8	ENSG00000108639	SYNGR2	protein_coding	0.607879701722531	1.41691333154679e-16
ENST00000455833.7	ENSG00000169991	IFFO2	protein_coding	-0.901288465864522	1.41691333154679e-16
ENST00000409920.5	ENSG00000196975	ANXA4	protein_coding	0.611391004790616	1.46556929974359e-16
MSTRG.7579.7	NA	NA	NA	0.667083342059845	1.51039045059663e-16
ENST00000355415.7	ENSG00000161091	MFSD12	protein_coding	-0.888724116901506	1.54463774562484e-16
MSTRG.8181.11	NA	NA	NA	1.09941165224686	1.58749493048808e-16
ENST00000359209.11	ENSG00000183853	KIRREL1	protein_coding	-1.12049240438981	1.5972534442327e-16
ENST00000436784.7	ENSG00000168237	GLYCTK	protein_coding	1.96854108487409	1.75417361399263e-16
ENST00000448469.8	ENSG00000100626	GALNT16	protein_coding	-1.48225899237825	1.92662479966619e-16
ENST00000248444.10	ENSG00000127831	VIL1	protein_coding	2.87896253250652	1.93817723335523e-16
ENST00000695774.1	ENSG00000140545	MFGE8	nonsense_mediated_decay	-1.49490392114612	2.00045114591673e-16
ENST00000318962.9	ENSG00000178038	ALS2CL	protein_coding	1.51218408916713	2.11210065871924e-16
ENST00000392066.7	ENSG00000123983	ACSL3	protein_coding	-0.604611535511982	2.12365669564735e-16
ENST00000052569.10	ENSG00000047932	GOPC	protein_coding	-0.662495080514123	2.28367816905332e-16
ENST00000341590.8	ENSG00000073712	FERMT2	protein_coding	-0.844327018620846	2.43964819147111e-16
ENST00000652347.2	ENSG00000164509	IL31RA	protein_coding	-1.82428528822142	2.71978806817165e-16
ENST00000379589.4	ENSG00000183722	LHFPL6	protein_coding	-4.3414236948683	3.46737119285504e-16
ENST00000374790.8	ENSG00000148498	PARD3	protein_coding	-6.29020690364056	3.46737119285504e-16
ENST00000336811.10	ENSG00000214274	ANG	protein_coding	1.60638292770427	3.46894688374425e-16
ENST00000319694.3	ENSG00000176532	PRR15	protein_coding	2.83285452777345	4.67910121124528e-16
ENST00000535589.3	ENSG00000115091	ACTR3	protein_coding	-0.599455225171378	4.93140224999088e-16
ENST00000373426.4	ENSG00000244122	UGT1A7	protein_coding	-1.67042744031176	5.75960892034001e-16
ENST00000283206.9	ENSG00000153214	TMEM87B	protein_coding	-6.23068135813403	6.15289239927179e-16
MSTRG.27169.2	NA	NA	NA	2.34259510179486	6.16849624273027e-16
ENST00000264161.9	ENSG00000115866	DARS1	protein_coding	-0.636196945513278	6.19711813581365e-16
MSTRG.23404.1	NA	NA	NA	-1.63212158846838	7.49010383402814e-16
ENST00000279022.7	ENSG00000101335	MYL9	protein_coding	-2.92455880428452	7.64887167898431e-16
ENST00000322054.10	ENSG00000013016	EHD3	protein_coding	-0.904547606582878	8.62674803213165e-16
ENST00000451311.7	ENSG00000205542	TMSB4X	protein_coding	-0.628949744394651	9.56839917513893e-16
ENST00000238721.9	ENSG00000115129	TP53I3	protein_coding	-0.812656083280714	9.91372928525855e-16
ENST00000372661.6	ENSG00000185222	TCEAL9	protein_coding	-0.754014813167418	9.95241766963415e-16
ENST00000357917.4	ENSG00000072422	RHOBTB1	protein_coding	1.98349391181318	1.04878616281032e-15
MSTRG.9869.5	NA	NA	NA	2.29007359428935	1.10719229421691e-15
MSTRG.16600.5	NA	NA	NA	2.2368682271732	1.13602674938412e-15
ENST00000462776.2	ENSG00000197956	S100A6	protein_coding	1.10091204882794	1.27576614219095e-15
MSTRG.27331.5	NA	NA	NA	0.736039267911728	1.38269185817177e-15
ENST00000482235.2	ENSG00000169604	ANTXR1	protein_coding	-2.89025409532065	1.45939602396466e-15
MSTRG.20335.16	NA	NA	NA	0.845512043327642	1.46168574208969e-15
ENST00000295956.9	ENSG00000136068	FLNB	protein_coding	-0.954618078053194	1.55963904540608e-15
ENST00000307365.4	ENSG00000168209	DDIT4	protein_coding	-1.72800949051969	1.88588667446926e-15
ENST00000441310.7	ENSG00000064933	PMS1	protein_coding	-0.915604848720513	2.01712118671678e-15
ENST00000247833.12	ENSG00000127328	RAB3IP	protein_coding	1.24564958729585	2.03726788217784e-15
ENST00000375377.2	ENSG00000165757	JCAD	protein_coding	-1.519113832094	2.12634207867975e-15
ENST00000564033.1	ENSG00000065054	NHERF2	retained_intron	1.93651398013974	2.15555103150681e-15
ENST00000337478.3	ENSG00000148841	ITPRIP	protein_coding	-1.09462662423694	2.36235689730513e-15
ENST00000394863.8	ENSG00000140682	TGFB1I1	protein_coding	-1.25496885733039	2.39583188985855e-15
ENST00000221957.9	ENSG00000105355	PLIN3	protein_coding	-0.69217670483683	2.42969807446625e-15
ENST00000255688.8	ENSG00000133321	PLAAT4	protein_coding	1.41680594458167	2.43521266255346e-15
ENST00000420510.5	ENSG00000144118	RALB	protein_coding	-1.15873738157733	2.59644121531429e-15
MSTRG.25634.1	NA	NA	NA	1.58493640793465	2.74485138324515e-15
ENST00000264258.8	ENSG00000071082	RPL31	protein_coding	-0.593888512820493	2.82358876781131e-15
ENST00000421196.7	ENSG00000151632	AKR1C2	protein_coding	0.703155647946342	2.82358876781131e-15
MSTRG.15144.2	NA	NA	NA	-1.80391851204453	3.12655063646903e-15
ENST00000263636.5	ENSG00000054219	LY75	protein_coding	1.13328912175242	3.29863717475778e-15
ENST00000394440.8	ENSG00000115484	CCT4	protein_coding	-0.565531673108748	3.42166715399184e-15
ENST00000425611.9	ENSG00000173559	NABP1	protein_coding	-1.3778324618337	3.55858008562628e-15
ENST00000596315.5	ENSG00000142227	EMP3	protein_coding	-1.2350786973346	3.55858008562628e-15
ENST00000418927.2	ENSG00000235269	LINC02331	lncRNA	1.86989456928592	3.99813779883043e-15
ENST00000310942.9	ENSG00000173894	CBX2	protein_coding	0.644813466222611	4.14780564153729e-15
ENST00000302759.11	ENSG00000169679	BUB1	protein_coding	-0.634245654338963	4.31158993856932e-15
ENST00000272928.4	ENSG00000144476	ACKR3	protein_coding	-3.94240747307478	4.4218764207626e-15
ENST00000561100.2	ENSG00000166073	GPR176	protein_coding	-2.55049428261538	4.57304225045372e-15
ENST00000377889.6	ENSG00000168003	SLC3A2	protein_coding	-0.831550954304101	5.33126204983959e-15
ENST00000475698.1	ENSG00000163435	ELF3	protein_coding_CDS_not_defined	1.63093210991701	5.69553010495855e-15
ENST00000304749.7	ENSG00000170373	CST1	protein_coding	4.17285868267169	6.02837754995421e-15
ENST00000275493.7	ENSG00000146648	EGFR	protein_coding	-1.3724371939177	6.39859456349072e-15
ENST00000225719.9	ENSG00000108582	CPD	protein_coding	0.687095650701524	7.1500699351985e-15
ENST00000525566.6	ENSG00000198431	TXNRD1	protein_coding	1.18992086368158	7.89952931381598e-15
ENST00000356819.7	ENSG00000157168	NRG1	protein_coding	-1.25948962910962	8.13631868176911e-15
ENST00000370418.8	ENSG00000120054	CPN1	protein_coding	2.43767271854352	8.6611386752981e-15
ENST00000391973.6	ENSG00000168385	SEPTIN2	protein_coding	-0.9149811991035	9.14957762035325e-15
ENST00000463215.1	ENSG00000054148	PHPT1	protein_coding_CDS_not_defined	-1.55232267670647	9.3657806807884e-15
ENST00000570414.1	ENSG00000108602	ALDH3A1	protein_coding	1.67743000062758	9.81245147642743e-15
ENST00000322611.4	ENSG00000176788	BASP1	protein_coding	-0.817588968921771	1.0191066087487e-14
ENST00000348849.8	ENSG00000153250	RBMS1	protein_coding	-1.21295501351412	1.0191066087487e-14
ENST00000409215.5	ENSG00000115419	GLS	protein_coding	-1.1453838726865	1.0191066087487e-14
ENST00000595310.1	ENSG00000269514		lncRNA	1.01545709595308	1.04445321938701e-14
ENST00000258530.8	ENSG00000136044	APPL2	protein_coding	0.639831880723606	1.07456346286147e-14
ENST00000559556.5	ENSG00000140416	TPM1	protein_coding	-2.3557148399408	1.09380234261489e-14
